,overall,vote,verified,reviewTime,reviewerID,asin,style,reviewerName,reviewText,summary,unixReviewTime,image
4857720,0,,True,"02 9, 2015",A7DYM7ME0YKOA,B00QN8NR80,,Gift Opuiyo,"Definitely, certainly, ever again. These suck when it comes to comfortability and static. While I'm talking to people, they can barely hear me due to static or I sound too low. Apart from that, on better conditions, the sound is crisp and clear but it defeats the purpose of getting them. Connects to any phone btw.",DON'T DO IT!!!,1423440000,
3003650,1,,True,"12 26, 2013",A1LBLEHKOPKSXG,B00A7BGMTU,,E. Liu,Ours is installed in a bedroom to a non-HD signal. Good picture with the built-in DVD player. Sound quality is average but I didn't have high expectations to begin with. Overall great value for the money.,works as advertised,1388016000,
1407099,1,,True,"12 29, 2011",ADHK1X4ASJLYW,B00284ALEQ,,M. Kay Desjardins,"I received case in a very timely manner. I am happy with the camera case....except for one thing. There is absolutely no extra room when putting camera into it. I have a bit of trouble getting it closed completely. But so far everything is good.
I purchased this at Amazon",Happy with product,1325116800,
2033991,1,,True,"01 26, 2015",A3DTO8LC7Z4IDL,B004ZGN6MY,"{'Size:': ' APLT4 61""'}",E. Gollihar,"It's a nice, middle-weight tripod with a lot of qualities to recommend it. However, if you want a tripod for video, avoid this one. The panning function is extremely tight, even with the nut completely loosened. This results in jerky video panning, and some occasional squeaking. It doesn't do what I want. But if I just needed it for photography, this is a great one for most stationary purposes.

Update: I've been contacted by Ravelli customer service based on this review, and they've offered me a comparable replacement at no cost. Even if that one doesn't work out, either, I'm giving them 5 stars for exceptional customer service.",Updated: Very good,1422230400,
791167,1,4,True,"08 4, 2009",A3Q8YVG7YVFZW5,B0012OP7HE,{'Format:': ' Electronics'},vothry,"I am a college student working at a car wash for the summer and have been wearing these earbuds for hearing protection because of the sound isolation aspect. Aside from the amazing sound quality, they have been subjected to constant water mist and spray from my coworkers incompetence. Two weeks ago they fell out of my polo shirt in between the buttons where I hang them when they are not in my ears. I didn't notice them until I was stepping on them!!!!!! The clicker and the earbuds were stepped on and are still working perfectly! Seriously.

At first I was frustrated with these earbuds because of three things.

1. The lack of bass. I miss have thumping bass but now that I am accustom to these I feel that the sound balance is much better without that increased bass in there.

2. The earplugs and rubber fittings weren't working for me. They were very uncomfortable. WAIT FOR A COUPLE OF WEEKS!!! Give them a second to get worked in and then they are perfect. It's like they were custom made after a few wears.

3. The clicker didn't seem to work at first. Give it a couple of good hard clicks and it will start working. One to answer calls, one to end calls. Same for starting and stopping music. Two for jumping ahead one track. Three for moving backwards a track. When you plug in the headphones, click once and the music starts right up.

The cord is very easy to untangle as well. They are going in and out of my pockets at all times and I never take more then five or so seconds to jiggle them loose and put them in. GOOD LUCK!","BEST REVIEW, RIGHT HERE!!!",1249344000,
5156288,0,,True,"09 1, 2017",A1PO7RMJEN5Z21,B00W75BLVS,"{'Color:': ' Green', 'Style:': ' Hunting'}",C.J. Johnson,"The headsets never worked right on both walkies at the same time. I spent a long time trying to get them to work. I would have returned them, but we bought them well in advance of our trip and it was too late. The range in the mountains was less than a mile. No where near what we were hoping for - even when we were unobstructed.",Disappointed.,1504224000,
1728429,1,5,True,"12 27, 2013",A2N9XVNLT2V559,B0040LG96O,,A. Heavner,"As a long time Klipsch owner (KLF-30, KLF-C7, RF-82) I had never owned a pair of their bookshelf speakers until now. For as small as they are, the provide extremely accurate sound reproduction even at high volume.. which is what makes any Klipsch product so special. I needed a set of small speakers to go with my turntable in the bedroom after my Paradigm Atom monitors blew (at low volume) So, I made the upgrade and bought these! Out of the box they had absolutely FANTASTIC quality and the more I break them in. If you have any doubts, disregard them and purchase these right away. At first I was a bit skeptical about the bass response on these things but after one drop of the needle I was convinced. These are the ultimate bookshelf speakers at their price point (or at any, really)",These earn a one-word review: WOW,1388102400,
1908740,1,10,True,"05 15, 2011",A1G8K8FZIK513A,B004M8SBHK,{'Size:': ' 50-Inch'},Justin Bortnicker,"I purchased the P50X3 over a month ago so now I can give a fair review.  Overall, for the price of the TV and size (50'), you can't get much better then this.  I own another Panasonic Plasma (400U) and to compare picture quality, pretty much on par.  The fact its 720p really makes no difference IMO.  I play Blu Ray movies and unless you are completely picky about minute subtle differences, you really can't tell a difference.  I have not yet had a chance to hook up this TV to my network for use with Netflix, but I have used my laptop with Netflix via HDMI and the quality of video is decent.  My only ""issues"" with the TV is there is a slight glare I can notice at times.  However, this is somewhat dependent on the location of my TV in the room with light and windows.  My other ""knock"" is the sound quality compared to my other older Panasonic.  My 400U Panasonic had amazing sound and I was hoping for similar sound with this TV.  Now, I'm not saying the sound is bad, but it doesn't compare to my older model.  It is still good (7 out of 10) versus (10 out of 10) of the other.  In conclusion, if you are looking for a large HDTV for under $800, I would recommend this TV.",Great HDTV for the Price,1305417600,
5277026,1,,True,"05 1, 2016",A10ECM7Z09D4I6,B00YA8L3YA,"{'Color:': ' Black', 'Package Type:': ' Standard Packaging'}",DJKTenX,"They work great, sound is decent, and they're a good wireless alternative to the Samsung headphones that came with my phone. The battery lasts forever, and at the 30 dollar price point, they're a steal. Worth having a pair for bluetooth calling, and for the casual music listener.","They work great, sound is decent",1462060800,
5421147,1,3,True,"11 1, 2015",A38NGE98TGLOYZ,B0128UCUN4,,Paul T. Van Ryn,"This is a great little lens. I bought it because the mount is metal, so it's an improvement over the 50mm f/1.8 II model (for the same price). It seems to take very sharp photos. That's what I wanted! Very satisfied; a real bargain! And with this bundle, it's an even better deal.",The newest Canon winner.,1446336000,
6211399,0,,True,"06 21, 2014",A3ROEU52N7LON6,B001CLYM1O,,G. Conyers,Not very pleased with this fan unit. It shipped very fast and was exactly as described except it sounds like the bearings are already going on the unit. Looked like the OEM sink and fan that failed on the unit but that took over 5 years. Its hard to find a low priced fan to hold up to the stress of everyday PC use. Go spend a little more and get a better unit.,Sqweeling already,1403308800,
1018757,0,,True,"11 21, 2014",A349P8N1025HFL,B0014HH8GW,,JACO Civil Process / Jose B. Ontiveros,Worthless.  None of them worked.  Not worth shipping back for the cost.,Worthless. None of them worked. Not worth shipping ...,1416528000,
4283097,1,,True,"01 25, 2017",A1PWHOY49HKAQA,B00K899BZ8,,cruz83,awesome..,Five Stars,1485302400,
4626339,1,,True,"07 15, 2016",A3DJCJL37TQZF6,B00NF5EQDY,"{'Style:': ' 6""X8"" Speakers'}",Chris X,Pioneer makes the best sounding speakers for the price hands down. These are another perfect example of perfection for a minimal price. When paired with a decent receiver these produce a clean crisp sound. While these do lack the bass of larger 6x9's they do handle the power extremely well. They also work well with stock radio units because they do not require a lot of power to drive them. I would definitely buy these again.,Awsome sound at an amazing price.,1468540800,
4734322,1,,True,"06 23, 2016",A2PE8NYZVH1LIF,B00OHIKQDC,"{'Color:': ' Green', 'Style:': ' 2.4G RF'}",Tom Servo,This has been working great! Used as a secondary keyboard/mouse while on the couch watching Netflix and light browsing of the internets.,This has been working great! Used as a secondary keyboard/mouse while on the ...,1466640000,
4758249,1,,True,"11 17, 2017",A1HO2Z579YAFEW,B00OTK16FK,{'Capacity:': ' 4 USB 3.0 Ports'},Paul C,"Works, and tidy for travel..",Five Stars,1510876800,
621990,1,,True,"05 13, 2013",A3N0YQIAGDA2AB,B000P0PF9G,,Justin,These Polks are crystal clear. I paired them up with the Polk Audio componenet set in my 08 Tacoma and these boys screamed after I amped them up. Polk Audio makes really good speakers.,"For that price, you can't beat it.",1368403200,
3700454,1,,True,"04 13, 2014",A1F6WCDCUZKMVW,B00EZWCZGQ,{'Color:': ' Dark Blue'},Amazon Customer,"I wanted extra protection for my very slick Samsung tablet. It works well but I do worry about heat. So far, there have been no problems.",Good Product,1397347200,
1725285,1,,True,"10 21, 2014",A15RJ2XPYLQ750,B003ZZ8EQ4,,Wayne,"Top quality product I used it on al mount thru the wall and h ave had no problem. It provides a much better sound and picture quality t h an we were getting with the standard red,white and yellow cable. I used it with my HDTV, DVD blue ray and tivo hd  in each case found both sound and picture improvements.",It provides a much better sound and picture quality t h an we were ...,1413849600,
528984,1,,True,"03 7, 2014",A3TXA107MAOKW7,B000I98Z1Y,,John Doe,"Good quality, haven't had a problem.  The nail is strong and sharp so it has gone into different materials with ease.  Perfect storage case and not a zip lock bag full of clips like other sellers.",Nice!  In a case!,1394150400,
1379468,1,,True,"01 7, 2010",A225GY62KMQRCD,B0023B14TU,{'Color:': ' Black'},Happy Man,"Pros:
The product is very well built. Looks solid. Audio is excellent.  Very good microphone sensitivity.  Good video even in low light.  HDMI output.  PC recognizes it as an external drive so very easy to transfer video files.  Come with software for editing video as well as taking snapshot images from the video.

Cons:
No stabilization and no optical zoom (I wouldn't expect these features in a $150 product).  Only record in 720p format, cannot do SD format.  Cannot take a picture.  Mini-HDMI connector so regular HDMI cable does not fit.","Excellent audio, good video quality",1262822400,
2288340,1,,True,"01 23, 2013",A2CP8KEZMN5KNY,B005LKKNQA,{'Color:': ' Cisco Phones'},SoccerJo,"This adapter connects a standard PC headset to a CISCO phone. I have not had any problems with these adapters, and the cord length seems perfect for that use.",Connects standard headset to CISCO phone,1358899200,
4290199,1,,True,"01 11, 2016",A2C1XRZGFO8WK9,B00KAF5RQ2,,Astrolobo,"Battery charged quickly and works fine in my Nikon D3300.  No warnings or errors from the camera.  I will update when I have had the chance to see how long the charge lasts.  For now, very pleased.",No problems so far!,1452470400,
2283587,1,2,True,"05 15, 2016",A65XZGZFO4JPW,B005LJKEXS,{'Size:': ' 10M'},Bee Teknofiend,"Works great. Needed a repeater so I could run a 4 port hub to my living room so I can play Steam games from there without using a large amount of extensions. Combine this with a longer HDMI cord if you are brave enough to run cable, and you'll have a lagless remote solution with no USB drop outs form your PC to another room that can even charge devices. It's cheaper than Steam link and very effective. Cable itself is very thick and feels higher quality than most cheap cables. If you know anything about USB signals, you can't run a normal unpowered cable too far without getting drop outs. Save yourself some stress with extensions as I tried before just spending money on a repeater and a hub.",Works great. Needed a repeater so I could run a ...,1463270400,
